name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,age,brand
Maruti Omni E 8 Str STD,2011,190000,70000,Petrol,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,9,maruti
Renault Duster 110PS Diesel RxL,2013,520000,126000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,7,renault
Ford Endeavour 3.2 Titanium AT 4X4,2016,2280000,120000,Diesel,Individual,Automatic,Second Owner,10.91,3198.0,197.0,7.0,4,ford
Tata Indica Vista TDI LS,2015,285000,70000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,5,tata
Mahindra TUV 300 T4 Plus,2017,660000,82000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,3,mahindra
Maruti 800 Std,2004,31504,110000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,16,maruti
Maruti Swift Dzire VXI,2015,515000,45000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,5,maruti
Nissan Sunny Diesel XL,2012,295000,70000,Diesel,Individual,Manual,Second Owner,21.64,1461.0,84.8,5.0,8,nissan
Nissan Terrano XL 85 PS,2015,700000,80000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0,5,nissan
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,45000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,3,mahindra
Hyundai EON 1.0 Era Plus,2017,300000,60000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,3,hyundai
Maruti Swift VXI,2013,450000,41800,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,7,maruti
Maruti Estilo LXI,2010,135000,132000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,10,maruti
Maruti Swift Dzire VDI,2017,700000,50000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,3,maruti
Ford Figo Diesel ZXI,2012,250000,40000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,8,ford
Maruti Wagon R LXI Minor,2009,140000,96000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,11,maruti
Mahindra Xylo D4 BSIII,2012,250000,117000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,8.0,8,mahindra
Hyundai i10 Era,2011,210000,110000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,9,hyundai
Honda Amaze S i-Dtech,2014,420000,100000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,6,honda
Maruti Alto LXi,2007,130000,88700,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,13,maruti
Nissan Sunny XL,2012,320000,70000,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,5.0,8,nissan
Maruti Wagon R LX BSIII,2010,200000,110000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,10,maruti
Maruti Alto 800 LXI,2016,310000,15000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,4,maruti
Mahindra Verito 1.5 D4 BSIII,2012,200000,80000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,5.0,8,mahindra
Maruti Ritz VXi,2014,350000,50000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,6,maruti
Hyundai EON Sportz,2018,444000,15000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,2,hyundai
Datsun RediGO T,2017,300000,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,3,datsun
Mahindra Verito 1.5 D4 BSIII,2011,225000,57000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5.0,9,mahindra
Mahindra Bolero 2011-2019 ZLX,2012,600000,75000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,8,mahindra
Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,7,maruti
Hyundai Xcent 1.1 CRDi S Option,2015,375000,160000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,5.0,5,hyundai
Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,7,maruti
Maruti Alto LXi BSIII,2010,150000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,10,maruti
Maruti Alto LXi,2014,110000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,6,maruti
Maruti Alto LX,2012,225000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,8,maruti
Toyota Etios GD,2011,400000,90000,Diesel,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,9,toyota
Maruti Esteem Vxi - BSII,2005,93000,120000,Petrol,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,15,maruti
Honda City i VTEC V,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,3,honda
Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,2,maruti
Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,6,maruti
Hyundai Verna 1.4 CRDi,2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5.0,4,hyundai
Ford Figo 1.5D Base MT,2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,3,ford
Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,9,maruti
Ford Figo Diesel Titanium,2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,9,ford
Tata Sumo MKII Turbo 2.0 LX,2010,150000,225000,Diesel,Individual,Manual,Third Owner,14.0,1948.0,90.0,9.0,10,tata
Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,3,mahindra
Chevrolet Beat Diesel LT Option,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936.0,57.6,5.0,9,chevrolet
Toyota Corolla Altis JS MT,2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798.0,138.03,5.0,5,toyota
Jaguar XF 2.2 Litre Luxury,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179.0,187.7,5.0,7,jaguar
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5.0,3,volkswagen
Honda City 1.5 GXI,2004,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493.0,100.0,5.0,16,honda
Hyundai Santro GS zipPlus,2001,60000,71000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,19,hyundai
Maruti Wagon R LXI,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,15,maruti
Honda City Corporate Edition,2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,8,honda
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,3,hyundai
Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,2,maruti
Audi Q3 2.0 TDI Quattro Premium Plus,2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,15.73,1968.0,174.33,5.0,3,audi
Honda Civic ZX Diesel BSIV,2020,2125000,5500,Diesel,Dealer,Manual,First Owner,26.8,1597.0,118.0,5.0,0,honda
BMW X1 sDrive20d M Sport,2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.62,1998.0,190.0,5.0,2,bmw
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,8.0,2,toyota
Hyundai Santro Asta BSIV,2018,540000,7000,Petrol,Dealer,Manual,First Owner,20.3,1086.0,68.0,5.0,2,hyundai
Force Gurkha Hard Top BS3 4WD,2018,910000,20000,Diesel,Dealer,Manual,First Owner,17.0,2596.0,80.8,5.0,2,force
Maruti Celerio VXI,2019,484999,4875,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5.0,1,maruti
Hyundai Creta 1.6 CRDi AT SX Plus,2020,1950000,2700,Diesel,Dealer,Automatic,First Owner,17.01,1582.0,126.2,5.0,0,hyundai
Maruti Vitara Brezza ZDi,2018,950000,58511,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,2,maruti
Ford Figo 1.5D Titanium MT,2015,365000,105000,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,5,ford
Mahindra Thar CRDe ABS,2018,900000,26235,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105.0,6.0,2,mahindra
Tata Nexon 1.5 Revotorq XZ Plus,2017,919999,26766,Diesel,Dealer,Manual,First Owner,21.5,1497.0,108.5,5.0,3,tata
MG Hector Sharp DCT Dualtone,2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5.0,0,mg
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,2950000,46000,Diesel,Dealer,Manual,First Owner,15.8,2148.0,170.0,5.0,2,mercedes-benz
Mahindra Marazzo M2 BSIV,2019,1075000,23000,Diesel,Dealer,Manual,First Owner,17.3,1497.0,121.0,7.0,1,mahindra
Maruti Swift VXI Optional,2017,600000,24522,Petrol,Dealer,Manual,First Owner,20.4,1197.0,81.8,5.0,3,maruti
BMW 3 Series 320d,2017,3200000,13663,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,5.0,3,bmw
Skoda Octavia Style Plus 2.0 TDI AT,2019,2600000,11000,Diesel,Dealer,Automatic,First Owner,19.3,1968.0,141.0,5.0,1,skoda
Maruti Vitara Brezza ZDi Plus,2016,839000,63000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,4,maruti
Volkswagen Polo 1.2 MPI Comfortline,2019,635000,2000,Petrol,Dealer,Manual,First Owner,16.2,1199.0,74.0,5.0,1,volkswagen
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,550000,300000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8.0,6,mahindra
Mahindra Logan Diesel 1.5 DLE,2011,180000,190000,Diesel,Individual,Manual,Third Owner,19.2,1461.0,65.0,5.0,9,mahindra
Honda City i DTEC E,2015,650000,80000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,5,honda
Honda Jazz Select Edition Active,2011,350000,80000,Petrol,Individual,Manual,Second Owner,16.0,1198.0,90.0,5.0,9,honda
Maruti Alto K10 LXI,2015,265000,54000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,5,maruti
Renault KWID 1.0 RXT Optional,2018,330000,30000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,2,renault
Maruti Eeco 7 Seater Standard BSIV,2019,395000,5000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7.0,1,maruti
Mahindra TUV 300 T8,2015,700000,58945,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,5,mahindra
Ford Figo Diesel Titanium,2012,300000,90000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,8,ford
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,650000,375000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,9,toyota
Maruti Ertiga VDI,2013,625000,160000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,7,maruti
Volkswagen Polo GT TDI,2014,425000,80000,Diesel,Individual,Manual,Second Owner,15.11,1598.0,103.6,5.0,6,volkswagen
Maruti 800 AC BSII,2004,55000,50000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,16,maruti
Tata Indigo CS LX (TDI) BS-III,2015,250000,80000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,5,tata
Mahindra Bolero 2011-2019 Plus AC,2015,459999,156975,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,5,mahindra
Toyota Corolla Altis 1.4 DGL,2017,1594000,5000,Diesel,Individual,Manual,First Owner,21.43,1364.0,86.79,5.0,3,toyota
Chevrolet Sail 1.2 LS ABS,2014,300000,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,6,chevrolet
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,2,ford
Mahindra Scorpio LX,2013,484999,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,7,mahindra
Mahindra Xylo E8,2009,161000,120000,Diesel,Individual,Manual,Third Owner,14.0,2498.0,112.0,8.0,11,mahindra
Hyundai i20 Active 1.2 S,2015,500000,58000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,5,hyundai
Nissan Sunny XV,2012,350000,50000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,8,nissan
Maruti Ignis 1.2 AMT Alpha BSIV,2017,550000,40000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,3,maruti
Honda WR-V i-VTEC VX,2018,850000,7800,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,2,honda
Maruti Alto 800 LXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,4,maruti
Ford Endeavour 2.5L 4X2 MT,2011,950000,68000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,7.0,9,ford
Maruti Ertiga VXI,2015,423000,60000,Petrol,Individual,Manual,Second Owner,16.02,1373.0,93.7,7.0,5,maruti
Tata Indigo GLS,2005,90000,74000,Petrol,Individual,Manual,Second Owner,12.8,1396.0,85.0,5.0,15,tata
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,350000,58000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,9,tata
Maruti A-Star Vxi,2011,170000,70000,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,5.0,9,maruti
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,5,ford
Hyundai i10 Magna,2009,150000,110000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,11,hyundai
Hyundai Santro LP zipPlus,2002,75000,80000,Petrol,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,18,hyundai
Hyundai i20 Sportz 1.4 CRDi,2016,511000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,4,hyundai
Maruti Ertiga 1.5 VDI,2018,850000,59000,Diesel,Individual,Manual,First Owner,24.2,1498.0,93.87,7.0,2,maruti
Tata Indica V2 eLS,2018,250000,110000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,2,tata
Maruti Celerio ZXI,2020,420000,25000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,0,maruti
Maruti Alto 800 LXI,2014,180000,55000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,6,maruti
Maruti Celerio ZDi,2015,400000,25000,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,5.0,5,maruti
Mahindra Xylo E4,2009,150000,300000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,11,mahindra
Ford Figo 1.5D Titanium MT,2016,500000,143200,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,4,ford
Jeep Compass 2.0 Longitude Option BSIV,2017,1689999,60000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,3,jeep
Nissan Micra Diesel XV Premium,2012,204999,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,8,nissan
Maruti Ciaz VDi Plus,2014,459999,145000,Diesel,Individual,Manual,Second Owner,26.21,1248.0,88.5,5.0,6,maruti
Hyundai i20 2015-2017 Magna 1.2,2017,600000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,3,hyundai
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,585000,8000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,1,hyundai
Ford Endeavour 2.5L 4X2 MT,2012,551000,170000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,7.0,8,ford
Maruti Swift Dzire LDI,2013,525000,100000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,7,maruti
Maruti Omni 8 Seater BSIV,2012,160000,62000,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,5.0,8,maruti
Mahindra XUV500 W8 AWD,2014,825000,110000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,6,mahindra
Hyundai Santro Xing GL CNG,2007,127000,137000,CNG,Individual,Manual,First Owner,0.0,0.0,0.0,0.0,13,hyundai
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2015,600000,80000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,9.0,5,chevrolet
Maruti Zen Base,2002,65000,80000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,18,maruti
Maruti Swift Dzire VDI,2013,550000,100000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,7,maruti
Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,650000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,5,mahindra
Maruti Swift Dzire VDI,2019,750000,24000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,1,maruti
Mahindra KUV 100 mFALCON D75 K8,2017,380000,80000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,3,mahindra
Hyundai Verna 1.6 SX CRDi (O),2012,400000,138000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,8,hyundai
Maruti Wagon R LXI,2003,50000,147000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5.0,17,maruti
Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,3,mahindra
Chevrolet Spark 1.0 LS,2011,150000,80000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,9,chevrolet
Maruti Alto 800 LXI,2016,245000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,4,maruti
Tata Manza Club Class Quadrajet90 VX,2013,260000,189000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,7,tata
Volkswagen Vento 1.5 TDI Highline AT,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498.0,103.2,5.0,6,volkswagen
Hyundai i20 Sportz 1.4 CRDi,2014,450000,56000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,6,hyundai
BMW 3 Series 320d Luxury Line,2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995.0,184.0,5.0,8,bmw
Maruti Celerio VXI,2016,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,4,maruti
Mahindra XUV500 W8 4WD,2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,8,mahindra
BMW 3 Series 320d Luxury Plus,2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995.0,184.0,5.0,7,bmw
Tata Manza Club Class Quadrajet90 VX,2013,260000,189000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,7,tata
Volkswagen Vento 1.5 TDI Highline AT,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498.0,103.2,5.0,6,volkswagen
Hyundai i20 Sportz 1.4 CRDi,2014,450000,56000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,6,hyundai
BMW 3 Series 320d Luxury Line,2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995.0,184.0,5.0,8,bmw
Maruti Celerio VXI,2016,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,4,maruti
Mahindra XUV500 W8 4WD,2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,8,mahindra
BMW 3 Series 320d Luxury Plus,2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995.0,184.0,5.0,7,bmw
Nissan Terrano XE 85 PS,2016,750000,35000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,4,nissan
Nissan Terrano XL 85 PS,2015,800000,35000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,5,nissan
Tata New Safari DICOR 2.2 EX 4x2,2011,350000,156000,Diesel,Individual,Manual,First Owner,11.57,2179.0,138.1,7.0,9,tata
Maruti Alto 800 LX,2013,200000,90000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,7,maruti
Tata Indigo LS,2008,150000,60000,Diesel,Individual,Manual,Third Owner,17.0,1405.0,70.0,5.0,12,tata
Nissan Terrano XL 110 PS,2016,800000,36000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,4,nissan
Hyundai EON Era Plus Sports Edition,2017,350000,20000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,3,hyundai
Tata New Safari DICOR 2.2 VX 4x2,2011,350000,160000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,9,tata
Mahindra Scorpio 2.6 Turbo 9 Str,2006,250000,185000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,9.0,14,mahindra
Tata Indica Vista Terra 1.4 TDI,2010,170000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,10,tata
Renault KWID RXT Optional,2018,395000,10800,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,2,renault
Mahindra Bolero 2011-2019 SLE,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,8,mahindra
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,1,maruti
Tata Sumo EX 10/7 Str BSIII,2012,200000,67500,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,10.0,8,tata
Tata Hexa XM,2017,1200000,30000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,3,tata
Mahindra KUV 100 mFALCON D75 K8,2016,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,4,mahindra
Mahindra TUV 300 T8,2016,650000,100000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,4,mahindra
Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,150000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,4,mahindra
Mahindra XUV500 W10 2WD,2015,1100000,110000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,5,mahindra
Maruti Alto 800 LXI,2012,254999,30000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,8,maruti
Maruti Alto LXi,2011,180000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,9,maruti
Mahindra Xylo D2,2010,160000,255000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8.0,10,mahindra
Chevrolet Optra Magnum 2.0 LT BS3,2008,225000,120000,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,5.0,12,chevrolet
Maruti Alto 800 LXI,2015,270000,49900,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,5,maruti
Tata Manza Aura Quadrajet BS IV,2012,310000,86000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,8,tata
Datsun GO T BSIV,2015,225000,71850,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,5,datsun
Fiat Grande Punto EVO 1.3 Dynamic,2015,300000,95000,Diesel,Individual,Manual,Third Owner,21.2,1248.0,75.0,5.0,5,fiat
Maruti Swift Dzire VXi,2008,250000,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.5,1298.0,85.8,5.0,12,maruti
Hyundai EON Sportz,2011,180000,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,9,hyundai
Maruti Swift Dzire VXI,2015,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,5,maruti
Mahindra Bolero XL 10 Seater Non AC,2007,300000,120000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,13,mahindra
Hyundai Elantra CRDi SX,2015,900000,145000,Diesel,Individual,Manual,First Owner,22.7,1582.0,126.2,5.0,5,hyundai
Tata Sumo EX BS IV,2012,254999,190000,Diesel,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,8,tata
Mahindra XUV500 W9 2WD,2018,1530000,40000,Diesel,Individual,Manual,First Owner,16.0,2179.0,138.0,7.0,2,mahindra
Maruti Baleno Delta 1.3,2015,590000,110000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,5,maruti
Maruti Wagon R LXI DUO BSIII,2008,170000,112000,LPG,Individual,Manual,Second Owner,17.3,1061.0,57.5,5.0,12,maruti
Audi A3 35 TDI Premium Plus,2017,2600000,70000,Diesel,Individual,Automatic,First Owner,20.38,1968.0,143.0,5.0,3,audi
Maruti Ritz VDi,2016,475000,110000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,4,maruti
Hyundai Grand i10 1.2 CRDi Asta,2018,700000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,2,hyundai
Maruti Wagon R VXI BS IV,2011,376000,60000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,9,maruti
Hyundai Santro GS zipDrive - Euro I,2002,100000,120000,Petrol,Individual,Manual,Fourth & Above Owner,0.0,0.0,0.0,0.0,18,hyundai
Maruti 800 Std BSII,2004,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,16,maruti
Mahindra Scorpio VLS AT 2.2 mHAWK,2012,440000,120000,Diesel,Individual,Automatic,Third Owner,11.79,2179.0,120.0,8.0,8,mahindra
Maruti Wagon R VXI Optional,2016,390000,80000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,4,maruti
